date,gpr
2013-06-01,82.97300720214844
2013-07-01,73.97581481933594
2013-08-01,90.95674896240234
2013-09-01,100.4593276977539
2013-10-01,72.95311737060547
2013-11-01,77.77902221679688
2013-12-01,70.37248992919922
2014-01-01,77.91596984863281
2014-02-01,69.00352478027344
2014-03-01,119.83855438232422
2014-04-01,93.22154235839844
2014-05-01,83.4288558959961
2014-06-01,98.76710510253906
2014-07-01,138.7539520263672
2014-08-01,136.44558715820312
2014-09-01,131.55665588378906
2014-10-01,83.66100311279297
2014-11-01,84.38005065917969
2014-12-01,86.5262222290039
2015-01-01,111.9856948852539
2015-02-01,111.92469787597656
2015-03-01,104.23526763916016
2015-04-01,102.19049072265625
2015-05-01,76.2623291015625
2015-06-01,85.90596771240234
2015-07-01,106.80866241455078
2015-08-01,82.47853088378906
2015-09-01,98.7674560546875
2015-10-01,91.931884765625
2015-11-01,150.71588134765625
2015-12-01,148.23687744140625
2016-01-01,118.21114349365234
2016-02-01,103.74964904785156
2016-03-01,109.72029113769531
2016-04-01,85.22145080566406
2016-05-01,88.3324203491211
2016-06-01,90.16812896728516
2016-07-01,114.6104507446289
2016-08-01,98.73848724365234
2016-09-01,104.54522705078125
2016-10-01,85.74778747558594
2016-11-01,82.91875457763672
2016-12-01,102.18046569824219
2017-01-01,105.20123291015625
2017-02-01,114.20635986328125
2017-03-01,96.63587951660156
2017-04-01,119.45992279052734
2017-05-01,102.57996368408203
2017-06-01,126.78901672363281
2017-07-01,102.81346130371094
2017-08-01,138.5316162109375
2017-09-01,115.5344467163086
2017-10-01,91.4615707397461
2017-11-01,92.59601593017578
2017-12-01,82.71825408935547
2018-01-01,92.42678833007812
2018-02-01,64.49137115478516
2018-03-01,111.96229553222656
2018-04-01,123.26347351074219
2018-05-01,125.66661834716797
2018-06-01,103.96858978271484
2018-07-01,110.02842712402344
2018-08-01,112.74168395996094
2018-09-01,75.05390930175781
2018-10-01,92.0164794921875
2018-11-01,80.40758514404297
2018-12-01,90.607666015625
2019-01-01,87.42410278320312
2019-02-01,96.80016326904297
2019-03-01,82.32829284667969
2019-04-01,79.25344848632812
2019-05-01,106.4719009399414
2019-06-01,106.58845520019531
2019-07-01,93.52125549316406
2019-08-01,103.4044189453125
2019-09-01,90.36798858642578
2019-10-01,97.83673095703125
2019-11-01,73.07838439941406
2019-12-01,74.27989196777344
2020-01-01,138.4209442138672
2020-02-01,75.95555877685547
2020-03-01,81.54003143310547
2020-04-01,69.33940124511719
2020-05-01,68.50721740722656
2020-06-01,71.22785949707031
2020-07-01,66.47328186035156
2020-08-01,65.46604919433594
2020-09-01,80.37738037109375
2020-10-01,76.08316802978516
2020-11-01,70.06746673583984
2020-12-01,64.06729125976562
2021-01-01,77.418701171875
2021-02-01,73.95680236816406
2021-03-01,78.61876678466797
2021-04-01,88.16622161865234
2021-05-01,93.00713348388672
2021-06-01,74.12712097167969
2021-07-01,58.42076873779297
2021-08-01,89.4865493774414
2021-09-01,80.69696807861328
2021-10-01,79.02923583984375
2021-11-01,86.56914520263672
2021-12-01,105.34542083740234
2022-01-01,138.67498779296875
2022-02-01,216.1590118408203
2022-03-01,318.9549255371094
2022-04-01,191.14309692382812
2022-05-01,142.25848388671875
2022-06-01,130.7073211669922
2022-07-01,117.17676544189453
2022-08-01,132.86322021484375
2022-09-01,131.98587036132812
2022-10-01,143.16241455078125
2022-11-01,116.7162857055664
2022-12-01,111.19593811035156
2023-01-01,104.26704406738281
2023-02-01,120.99437713623047
2023-03-01,105.37997436523438
2023-04-01,106.80965423583984
2023-05-01,108.46768188476562
2023-06-01,110.52894592285156
2023-07-01,107.44878387451172
2023-08-01,101.14118194580078
2023-09-01,98.63481140136719
2023-10-01,197.8870086669922
2023-11-01,156.69613647460938
2023-12-01,142.2794647216797
2024-01-01,160.3736572265625
2024-02-01,146.59817504882812
2024-03-01,133.21316528320312
2024-04-01,163.9473419189453
2024-05-01,130.52186584472656
2024-06-01,113.0927963256836
2024-07-01,92.3948745727539
2024-08-01,140.97506713867188
2024-09-01,130.35877990722656
2024-10-01,130.689208984375
2024-11-01,128.90164184570312
2024-12-01,142.36643981933594
2025-01-01,113.233154296875
2025-02-01,136.9805908203125
2025-03-01,175.30819702148438
2025-04-01,140.97369384765625
2025-05-01,166.0472412109375
2025-06-01,221.13490295410156
2025-07-01,134.2220001220703
2025-08-01,138.98846435546875
2025-09-01,125.86952209472656
2025-10-01,154.51292419433594
2025-11-01,104.35176849365234
2025-12-01,130.9558563232422
2026-01-01,168.62986755371094
2026-02-01,120.74515533447266
2026-03-01,329.653564453125
2026-04-01,250.80728149414062
2026-05-01,184.1770477294922
